,Artist,Song,Lyrics
268,eminem,cinderella-man,Yeah|-|You know technically|-|Im not even really supposed to be here right now|-|So fuck it might as well make the most of it|-|Yeah|-|Feels good|-|Guess Im lucky|-|Some of us dont get a second chance|-|But I aint blowing this one|-|Nah man|-|Shit I feel like I can do anything now|-|Who can catch lightning in the bottle set fire to water|-|Coming out the nozzle on the fire hose flyer than swatters|-||-|Smash an hourglass grab the sand take his hands and cup em|-|Spit a rhyme and freeze the clock take the hands of time and cuff em|-||-|Theres a storm coming that the weatherman couldnt predict|-|I start the bug prick you better flee cause I get ticked|-|Its a wrap I was down when I was down I was kicked I got up|-|Im back to punch you to the ground you trick its a trap|-|Fuck my last CD the shits in my trash|-|Ill be god damned if another rapper gets in my ass|-|I hit the gas and I spit every rap as if its my last|-|You can die in the blink of an eye|-|So bat your eyelashes and keep winking and blowing kisses|-|Cause youre flirting with death|-|Im destroying your livelihood I aint just hurting your rep|-|I catch a flow and get going no remorse Im showing aint slowing for no one|-|Knowing there is nothing you can do about it|-|Zero in on the target like a marksman the target is you|-|I shut your lane down took your spot parked in it too|-|Arsenic flow lighter fluid saliva what can you do|-|Go get your crew to hype you up stand behind you like Whoooo|-|That boys hot enough to melt Hell burn Satan too|-|Fry his ass and put his ashes back together with glue|-|See you can hate em he dont blame you frankly he would too|-|This game could ill afford to lose him how bout you|-|Now guess who|-|Heres a clue|-|He came to a ball in his wife beater lost his Nike shoe|-|Its in your ass hes in your ass hes all up in your psyche too|-|Now whats his name|-||-||-|If I had a time machine Id be Cinderella man|-|Music is my time machine so call me |-||-|Fuck catching lightning he struck it screamed Shut up at thunder and flipped the world upside down and made it rain upward|-||-||-|Rewound the future to the present paused it  dont ask how|-|Fuck the past mothafucka hes the shit right now hes|-||-||-|Cinderella man Cinder Fellow Shady dane|-|Came to wrap the game up in cellophane raise hell from Hell he came|-|But didnt come to bore you with the Cinderella story|-|Nor did he come to do the same cant afford to be a lameo|-|In this day and age and at this stage of the game|-|Mediocrity can no longer be allowed to fly|-|So say bye to the old HI to the new que serA|-|Consider it his last hurrah the coup de grACce|-|Raise em high in the sky keep em up time to bring the place alive|-|Thanks for being patient I will make no more mistakes|-|Shit my potatos baked homie the veggies on my plate can fly|-|My filet is smoking weed yeah faggot the steaks are high|-|Shit I aint even suppose to be here|-|By the grace of God the skin on my teeth and the hair on my nuts I skated by|-|Now yall are on thin ice with ankle weights I hate to lie|-|How fucking irritated are you How much in your face am I|-|It aint shit you could do but fear it|-|Proof is here in spirit and Im the spitting image|-|Ill mirror it when I stand near it your pussy lyric I cunt hear it|-|Who forms pyramids and raps circles around square lyricists who|-|Heres a clue|-|He came to a ball in his wife beater lost his Nike shoe|-|Its in your ass hes in your ass hes all up in your psyche too|-|Now whats his name|-||-||-|If I had a time machine|-||-|Id be|-|Music is my time machine so call me |-|
269,eminem,25-to-life,Too late for the other side|-|Caught in a chase|-|25 to life|-|Too late for the other side|-|Caught in a chase|-|25 to life|-||-|Too late|-||-|Caught in a chase|-|25 to life|-|I dont think she understands the sacrifices that I made|-|Maybe if this bitch had acted right I wouldve stayed|-|But Ive already wasted over half of my life I wouldve laid|-|Down and died for you I no longer cry for you|-|No more pain bitch you|-|Took me for granted took my heart and ran it straight into the planet|-|Into the dirt I can no longer stand it|-|Now my respect I demand it|-|Imma take control of this relationship|-|Command it and imma be the boss of you now goddamnit|-|And what I mean is that I will no longer let you control me|-|So you better hear me out this much you owe me|-|I gave up my life for you totally devoted to you while Ive stayed|-|Faithful all the way this is how I fucking get repaid|-|Look at how I dress fucking baggy sweats go to work a mess|-|Always in a rush to get back to you I aint heard you yet|-|Not even once say you appreciate me I deserve respect|-|Ive done my best to give you nothing less than perfectness|-|And I know that if I end this Ill no longer have nothing left|-|But you keep treating me like a staircase its time to fucking step|-|And I wont be coming back so dont hold your fucking breath|-|You know what youve done no need to go in depth|-|I told you youd be sorry if I fucking left|-|Id laugh while you wept|-|Hows it feel now yeah funny aint it you neglected me|-|Did me a favor although my spirit free youve set|-|But a special place for you in my heart I have kept|-|Its unfortunate but its|-|Too late for the other side|-||-|Caught in a chase|-|25 to life|-||-|Too late for the other side|-|Caught in a chase|-|25 to life|-|I feel like when I bend over backwards for you all you do is laugh|-|Cause that aint good enough you expect me to fold myself in half|-|Til I snap|-|Dont think Im loyal|-|All I do is rap|-|How can I moonlight on the side|-|I have no life outside of that|-|Dont I give you enough of my time|-|You dont think so do you|-|Jealous when I spend time with the girls|-|Why Im married to you still man I dont know|-|But tonight Im serving you with papers|-|Im divorcing you|-|Go marry someone else and make em famous|-|And take away their freedom like you did to me|-|Treat em like you dont need them and they aint worthy of you|-|Feed em the same shit that you made me eat|-|Im moving on forget you oh|-|Now Im special I didnt feel special when I was with you|-|All I ever felt was this|-|Helplessness|-|Imprisoned by a selfish bitch|-|Chew me up and spit me out|-|I fell for this so many times|-|Its ridiculous|-|And still I stick with this|-|Im sick of this but in my sickness and addiction|-|Youre addictive as they get|-|Evil as they come vindictive as they make em|-|My friends keep asking me why I cant just walk away from|-|Im addicted|-|To the pain the stress the drama|-|Im drawn in so I guess imma mess|-|Cursed and blessed|-|But this time imma|-|Aint changing my mind|-|Im climbing out this abyss|-|You screaming as I walk out that Ill be missed|-|But when you spoke of people who meant the most to you|-|You left me off your list|-|Fuck you hiphop|-|Im leaving you my life sentence is served bitch|-|And its just|-|Too late for the other side|-|Caught in a chase|-|25 to life|-||-|Too late for the other side|-|Caught in a chase|-|25 to life|-|Too late|-|Caught in a chase|-|25 to life
270,eminem,no-love,Throw dirt on me and grow a wildflower|-|But its fuck the world get a child out her|-|Yeah my life a bitch but you know nothing bout her|-|Been to hell and back I can show you vouchers|-|Im rolling Sweets Im smoking sour|-|Married to the game but she broke her vows|-|Thats why my bars are full of broken bottles|-|And my night stands are full of open Bibles|-|I think about more than I forget|-|But I dont go around fire expecting not to sweat|-|And these niggas know I lay them down make your bed|-|Bitches try to kick me while Im down Ill break your leg|-|Money outweighing problems on the triple beam|-|Im sticking to the script you niggas skipping scenes|-|Be good or be good at it|-|Fucking right Ive got my gun semiCartermatic|-|Yeah put a dick in their mouth so I guess its fuck what they say|-|Im high as a bitch up up and away|-|Man I come down in a couple of days|-|OK you want me up in the cage then Ill come out in beast mode|-|I got this world stuck in the safe combination is the Gcode|-|Its Weezy motherfucker blood gang and Im in bleed mode|-|All about my dough but I dont even check the peephole|-|So you can keep knocking but wont knock me down|-|No love lost no love found|-|Its a little too late to say that youre sorry now|-|You kicked me when I was down|-|But what you say just |-|Thats right bitch and I dont need you dont want to see you|-|Bitch you get |-|You show me nothing but hate|-|You ran me into the ground|-|But what comes around goes around|-|I dont need you |-|You |-|Thats right and I dont need you dont want to see you|-|You get |-|Bitch you get |-|And I dont need you|-|Get em|-|Im alive again|-|More alive than I have been in my whole entire life|-|I can see these peoples ears perk up as|-|I begin to spaz with the pen|-|Im a little bit sicker than most|-|Shits finna get thick again|-|They say the competition is stiff|-|But I get a hard dick from this shit|-|now stick it in|-|I aint never giving in again|-|Caution to the wind complete freedom|-|Look at these rappers how I treat them|-|So why the fuck would I join them when I beat em|-|They call me a freak cuz|-|I like to spit on these pussies fore I eat them|-|Man get these whack cocksuckers off stage|-|Where the fuck is Kanye when you need him|-|Snatch the mic from him|-|bitch Imma let you finish in a minute|-|Yeah the rap is tight|-|But Im bout to spit the greatest verse of all time|-|So you might want to go back to the lab tonight and um|-|Scribble out them rhymes you were going to spit|-|And start over from scratch and write new ones|-|But Im afraid that it aint gonna make no difference|-|When I rip this stage and tear it in half tonight|-|Its an adrenaline rush to feel the bass thump|-|In the place all the way to the parking lot|-|fellow|-|Set fire to the mic and ignite the crowd|-|You can see the sparks from hot metal|-|Coldhearted from the day I Bogarted the game|-|I so started to rock fellow|-|When Im not even in my harshest|-|You can still get roasted because Marsh is not mellow|-|Til Im toppling from the top|-|Im not going to stop|-|Im standing on my Monopoly board|-|That means Im on top of my game and it dont stop|-|Til my hip dont hop anymore |-|When you so good that you cant say it|-|Because it aint even cool for you to sound cocky anymore|-|People just get sick cause you spit|-|These fools cant drool or dribble a drop anymore|-|And you can never break my stride|-|You never slow the momentum at any moment Im about to blow|-|Youll never take my pride|-|Killing the flow slow venom and the opponent|-|Is getting no mercy mark my words|-|Aint letting up relentless|-|I smell blood I dont give a fuck|-|Keep giving them hell|-|Where was you when I fell and needed help up|-|You get no love|-|Its a little too late to say that youre sorry now|-|You kicked me when I was down|-|But what you say just |-|Thats right bitch and I dont need you dont want to see you|-|Bitch you get |-|You show me nothing but hate|-|You ran me into the ground|-|But what comes around goes around|-|I dont need you |-|You |-|Thats right and I dont need you dont want to|-|see you|-|You get |-|Bitch you get |-|And I dont need you
271,eminem,till-i-collapse,Cause sometimes you just feel tired feel weak|-|And when you feel weak you feel like you wanna just give up|-|But you got to search within you and try to find that inner strength|-|And just pull that shit out of you|-|And get that motivation to not give up and not be a quitter|-|No matter how bad you wanna just fall flat on your face and collapse|-|Till I collapse Im spilling these raps long as you feel em|-|til the day that I drop youll never say that Im not killing em|-|Cause when I am not then Imma stop penning em|-|And I am not HipHop and Im just not Eminem|-|Subliminal thoughts when Imma stop sending em|-|Women are caught in webs spin em and hock venom|-|Adrenalin shots the penicillin could not get the illing to stop|-|Amoxicillins just not real enough|-|The criminal copkilling hip hop villain|-|A minimal swap to cop millions of Pac listeners|-|Youre coming with me feel it or not youre gonna fear it|-|Like I showed you the spirit of God lives in us|-|You hear it a lot lyrics to shock|-|Is it a miracle or am I just product of pop fizzing up|-|For shizzle my wizzle this is the plot listen up|-|You bizzles forgot Slizzle does not give a fuck|-|Till the roof comes off till the lights go out|-|Till my legs give out cant shut my mouth|-|Till the smoke clears out am I high Perhaps|-|Imma rip this shit till my bone collapse|-|Till the roof comes off till the lights go out|-|Till my legs give out cant shut my mouth|-|Till the smoke clears out am I high Perhaps|-|Imma rip this shit till my bone collapse|-|Music is like magic theres a certain feeling you get|-|When you real and you spit and people are feeling your shit|-|This is your moment and every single minute you spend|-|Tryna hold on to it because you may never get it again|-|So while youre in it try to get as much shit as you can|-|And when your run is over just admit when its at its end|-|Because Im at the end of my wits with half the shit gets in|-|I got a list heres the order of my list that its in|-|It goes Reggie JayZ 2Pac and Biggie|-|Andre from OutKast Jada Kurupt Nas and then me|-|But in this industry Im the cause of a lot of envy|-|So when Im not put on this list the shit does not offend me|-|Thats why you see me walking round like nothings bothering me|-|Even though half you people got a fuckin problem with me|-|You hate it but you know respect you got to give me|-|The presss wet dream like Bobby and Whitney Nate hit me|-|Till the roof comes off till the lights go out|-|Till my legs give out cant shut my mouth|-|Till the smoke clears out am I high Perhaps|-|Imma rip this shit till my bone collapse|-|Till the roof comes off till the lights go out|-|Till my legs give out cant shut my mouth|-|Till the smoke clears out am I high Perhaps|-|Imma rip this shit till my bone collapse|-|Soon as a verse starts I eat at an MCs heart|-|What is he thinking How not to go against me smart|-|And its absurd how people hang on every word|-|Ill probably never get the props I feel I ever deserve|-|But Ill never be served my spot is forever reserved|-|If I ever leave Earth that would be the death of me first|-|Cause in my heart of hearts I know nothing could ever be worse|-|Thats why Im clever when I put together every verse|-|My thoughts are sporadic I act like Im an addict|-|I rap like Im addicted to smack like Im Kim Mathers|-|But I dont want to go forth and back in constant battles|-|The fact is I would rather sit back and bomb some rappers|-|So this is like a full blown attack Im launching at em|-|The track is on some battling raps who want some static|-|Cause I dont really think that the fact that Im Slim matters|-|A plaque and platinum status is wack if Im not the baddest so|-|Till the roof comes off till the lights go out|-|Till my legs give out cant shut my mouth|-|Till the smoke clears out am I high Perhaps|-|Imma rip this shit till my bone collapse|-|Till the roof comes off till the lights go out|-|Till my legs give out cant shut my mouth|-|Till the smoke clears out am I high Perhaps|-|Imma rip this shit till my bone collapse|-|Until the roof|-||-|The roof comes off|-||-|Until my legs|-||-|Give out from underneath me|-|I will not fall I will stand tall|-|Feels like no one can beat me
272,kanye-west,yikes,Shit could get menacin frightenin find help|-|Sometimes I scare myself myself|-|Shit could get menacin frightenin find help|-|Sometimes I scare myself myself|-|Tweakin tweakin off that 2CB huh|-|Is he gon make it TBD huh|-|Thought I was gon run DMC huh|-|I done died and lived again on DMT huh|-|See this a type of high that wont come down|-|This the type of high that get you gunned down|-|Yeezy Yeezy trollin OD huh|-|Turn TMZ to Smack DVD huh|-|Russell Simmons wanna pray for me too|-|Ima pray for him cause he got MeTood|-|Thinkin what if that happened to me too|-|Then Im on E News|-|Shit can get menacin frightenin find help|-|Sometimes I scare myself myself|-|Shit can get menacin frightenin find help|-|Sometimes I scare myself myself|-|Ayy hospital band a hundred bands fuck a watch|-|Hundred grandll make your best friends turn to opps|-|I hear yall bringin my name up a notch|-|Guess I just turned the clout game up a notch|-|See yall really shocked but Im really not|-|You know how many girls I took to the titty shop|-|If she get the ass with it thats a 50 pop|-|I still bring the bad bitches in the city out|-|Uh just a different type of leader|-|We could be in North Korea|-|I could smoke with Wiz Khalifa uh|-|told my wife Ive never seen her|-|After I hit it bye Felicia thats the way that Ima leave it|-|Shit could get menacin frightenin find help|-|See this is why all the bitches|-|fuck with Ye fuck what they talk about|-|Sometimes I scare myself myself|-|They take me on meds off meds ask yourself|-|Shit could get menacin frightenin find help|-|Ask your homegirl right now look you had a shot at Ye|-|Sometimes I scare myself myself|-|You drop everything|-|Tweakin tweakin off that 2CB haan|-|This is why your bitches fuck with me huh|-|Smash she gon end up on TV huh|-|Last thing that you ever wanna see huh|-|I can feel the spirits all around me|-|I think Prince and Mike was tryna warn me|-|They know I got demons all on me|-|Devil been tryna make an army|-|They been strategizin to harm me|-|They dont know they dealin with a zombie|-|Niggas been tryna test my Gandhi|-|Just because Im dressed like Abercrombie|-|You see|-|You see|-|Thats what Im talkin about|-|Thats why I fuck with Ye|-|Thats my third person|-|Thats my bipolar shit nigga what|-|Thats my superpower nigga|-|Aint no disability|-|Im a superhero|-|Im a superhero|-|Agghhh
273,kanye-west,violent-crimes,Fallin dreamin talkin in your sleep|-|I know you want to cry all night all night|-|Plottin schemin finding|-|Reason to defend all of your violent nights|-|Promise me|-|Dont you grow up in a hurry|-|Your momll be worried|-|It was all part of the story|-|Even the scary nights|-|Thank you for all of the glory|-|You will be remembered aw|-|Thank you to all of the heroes of the night |-|They gotta repeat the colors|-|The light is wearin off|-|Reality is upon us colors drippin off|-|Colors drippin off|-|Niggas is savage|-|Niggas is monsters|-|Niggas is pimps|-|Niggas is players|-|Til niggas have daughters|-|Now they precautious|-|Father forgive me|-|Im scared of the karma|-|Cause now I see women as somethin to nurture|-|Not somethin to conquer|-|I hope she like Nicki Ill make her a monster|-|Not havin menages|-|Im just being silly|-|I answered the door like Will Smith and Martin|-|Nigga do we have a problem|-|Matter of fact Marlin this aint Meet the Fockers|-|Ill beat his ass pray I beat the charges|-|No daddy dont play|-|Not when it come to they daughters|-|Dont do no yoga dont do pilates|-|Just play piano and stick to karate|-|I pray your bodys draped more like mine|-|And not like your mommys|-|Just bein salty but niggas is nuts|-|And I am a nigga I know what they want|-|I pray that you dont get it all at once|-|Curves under your dress|-|I know its pervs all on the net|-|All in the comments you wanna vomit|-|Thats your baby you love her to death|-|Now she cuttin class and hangin with friends|-|You break a glass and say it again|-|She cant comprehend the danger shes in|-|If you whip her ass she move in with him|-|Then he whip her ass|-|You go through it again|-|But how you the devil rebukin the sin|-|Lets pray we can put this behind us|-|I swear that these times is the wildest|-|She got the scars they serve as reminders|-|Blood still on her pajamas|-|But yesterday is dead yeah|-|Moment of silence|-|Next shell be off to college|-|And then at the altar|-|Cause she know that niggas is savage|-|Niggas is monsters|-|Niggas is pimps|-|Niggas is players|-|Til niggas have daughters|-|Niggas is pimps|-|Niggas is players|-|Til niggas have daughters|-|Dont you grow up in a hurry your momll be worried|-|It was all part of the story even the scary nights|-|Thank you for all of the glory you will be remembered aw|-|Thank you to all of the heroes of the night |-|They gotta repeat the colors the light is wearin off|-|Reality is upon us colors drippin off|-|Colors drippin off|-|Im sayin it like|-|I want a daughter like Nicki|-|Aww man I promise|-|Ima turn her to a monster but no menagAs|-|I dont know you saying it|-|But let em hear this
274,kanye-west,ultra-light-beam,Yes God|-|We dont want no devils in the house God |-|We want the lord |-|And thats it |-|Hallej hand over Satan |-|Jesus praise the Lord |-|Hallelujah God |-|We dont want no devils in the house God |-|We want the lord |-|And thats it |-|Hallej hand over Satan |-|Jesus praise the Lord |-|Im tryna keep my faith|-|We on an ultralight beam|-|We on an ultralight beam|-|This is a God dream|-|This is a God dream|-|This is everything|-|This is everything|-|Deliver us serenity|-|Deliver us peace|-|Deliver us loving|-|We know we need it|-|You know we need it|-|You know we need it|-|Thats why we need you now oh I|-|Pray for Paris|-|Pray for the parents|-|This is a God dream|-|This is a God dream|-|This is a God dream|-|We on an ultralight beam|-|We on an ultralight beam|-|This is a God dream|-|This is a God dream|-|This is everything|-|Everything |-|Im tryna keep my faith|-|But Im looking for more|-|Somewhere I can feel safe|-|And end my holy war|-|Im tryna keep my faith|-|So why send depression not blessings|-|Why oh whyd you do me wrong |-|You persecute the weak|-|Because it makes you feel so strong|-| Dont have much strength to fight|-|So I look to the light|-| To make these wrongs turn right|-|Head up high I look to the light|-|Hey cause I know that youll make everything alright|-|And I know that youll take good care of your child|-|Oh no longer am afraid of the night|-|Cause I I look to the light|-|When they come for you I will shield your name|-|I will field their questions I will feel your pain|-|They dont know they dont|-|They dont know they dont know|-|Foot on the Devils neck til they drifted Pangaea|-|Im moving all my family from Chatham to Zambia|-|Treat the demons just like Pam|-|I mean I fuck with your friends but damn Gina|-|I been this way since Arthur was anteater|-|Now they wanna hit me with the woo wap the bam|-|Tryna snap photos of familia|-|My daughter look just like Sia you cant see her|-|You can feel the lyrics and spirit coming in braille|-|Tubman of the underground come and follow the trail|-|I made Sunday Candy Im never going to hell|-|I met Kanye West Im never going to fail|-|He said lets do a good ass job with Chance three|-|I hear you gotta sell it to snatch the Grammy|-|Lets make it so free and the bars so hard|-|That there aint one gosh darn part you cant tweet|-|This is my part nobody else speak|-|This is my part nobody else speak|-|This little light of mine|-|Glory be to God yeah|-|Imma make sure that they go where they cant go|-|If they dont wanna ride Imma still give them raincoats|-|Know what God said when he made the first rainbow|-|Just throw this at the end if Im too late for the intro|-|Ugh Im just having fun with it|-|You know that a nigga was lost|-|I laugh in my head|-|Cause I bet that my ex looking back like a pillar of salt|-|Ugh cause theyll flip the script on your ass like Wesley and Spike|-|You cannot mess with the light|-|Look at lil Chano from 79|-|We on an ultralight beam|-|We on an ultralight beam|-|This is a God dream|-|This is a God dream|-|This is everything|-|Everything|-||-|Im tryna keep my faith|-||-|But Im looking for more|-|Somewhere I can feel safe|-|And end my holy war|-|Father this prayer is for everyone that feels theyre not good enough This prayers for everybody that feels like theyre too messed up For everyone that feels theyve said Im sorry too many times You can never go too far when you cant come back home again Thats why I need|-|Faith more safe war
275,kanye-west,famous,Man I can understand how it might be|-|Kinda hard to love a girl like me|-|I dont blame you much for wanting to be free|-|I just wanted you to know|-|Swizz told me let the beat rock|-|For all my Southside niggas that know me best|-|I feel like me and Taylor might still have sex|-|Why I made that bitch famous |-|I made that bitch famous|-|For all the girls that got dick from Kanye West|-|If you see em in the streets give em Kanyes best|-|Why They mad they aint famous |-|They mad theyre still nameless |-|Her man in the store tryna try his best|-|But he just cant seem to get Kanye fresh|-|But we still hood famous |-|Yeah we still hood famous|-|I just wanted you to know|-|I loved you better than your own kin did|-|From the very start|-|I dont blame you much for wanting to be free|-|Wake up Mr West Oh hes up|-|I just wanted you to know|-|I be Puerto Rican day parade floatin|-|That Benz Marina Del Rey coastin|-|She be Puerto Rican day parade wavin|-|Last month I helped her with the car payment|-|Young and we alive whoo|-|We never gonna die whoo|-|I just copped a jet to fly over personal debt|-|Put one up in the sky|-|The sun is in my eyes whoo|-|Woke up and felt the vibe whoo|-|No matter how hard they try whoo|-|We never gonna die|-|I just wanted you to know|-|Bam bam bam bam|-|Bam bam dilla bam bam|-|ey what a bam bam|-|How you feeling right now let me see you ladies in the air|-|Bam bam dilla bam bam|-|Bam bam eh|-|Bam bam bam bam|-|Let me see your middle finger in the air|-|Bam bam bam bam|-|Bam bam dilla bam bam|-|Let me see you act up in this mother fucker|-|ey what a bam bam|-|Bam bam dilla bam bam|-|How you feelin how you feelin how you feelin in this mother fucker god damn|-|Bam bam|-|One thing you cant do is stop us now|-|Bam bam bam bam|-|Bam bam dilla bam bam|-|You cant stop the thing now|-|ey what a bam bam|-|Man its way too late its way too late its way too late you cant fuck with us|-|Bam bam dilla bam bam|-|Bam bam bam bam|-|Bam bam bam bam|-|To the left to the right|-|Bam bam dilla bam bam|-|I wanna see everybody hands in the air like this|-|ey what a bam bam|-|Bam bam bam bam|-|Bam bam dilla bam bam|-|I just wanted you to know|-|I loved you better than your own kin did|-|From the very start|-|I dont blame you much for wanting to be free|-|I just wanted you to know
276,kanye-west,high-lights,Light it up Yeah|-|Put it in the air |-||-|Bubble kush cat piss purple rain|-|Hash plant thai stick white  the train|-|Indo outdo to the brain|-|Orange brown redhead green the potent strains|-|Bongs blunts and zigzags|-|Bubblers bowls blowin out of big bags|-|Twist up roll up pack up hit that|-|Scent so strong in the air where you get that|-|Afghan Pakistan lambs bread skunk|-|Acapulco Goldy hydro funk|-|Blueberry chronic chocolate chunk|-|Northern lights buddha bless cannabis cup|-|And thats whats up|-||-||-|The legislation wants regulation|-|Want to interfere with my cultivation|-|My personal usage for meditation|-|And medication to help the patients|-|Cancer asthma emphysema|-|Back pains migraines grass is greener|-|Glaucoma arthritis epileptic seizures|-|Medicine man make me a believer|-|Cheech  Chong Reefer Madness|-|Half Baked How High heal the masses|-|Light that puff that dump the ashes|-|Take 2 take 3 take 4 and pass it|-||-||-|Super silver Hawaiian haze|-|Sativa indica Solomons grave|-|Genesis chapter one verse twelve ways|-|Marijuana hashish everybody blaze|-|Fuels and fibers energy saved|-|When the natives met the travelers guess what they gave|-|All praise due to the seeds they raised|-|And the people all over the world that smoke Js|-|Kings and queens musicians actors|-|Everyday working class stoners slackers|-|Low key blazers and green bowl packers|-|If Mary Jane is in the house then Im gon mack her|-||-|This is dedicated to everybody in the world that smoke weed|-|Legalize it|-||-|Eat it use it for fibers Aceyalone
277,kanye-west,real-friends,Real friends how many of us|-|How many of us how many jealous Real friends|-|Its not many of us we smile at each other|-|But how many honest Trust issues|-|Switched up the number I cant be bothered|-|I cannot blame you for havin an angle|-|I aint got no issues Im just doin my thing|-|Hope youre doin your thing too|-|Im a deadbeat cousin I hate family reunions|-|Fuck the church up by drinkin after communion|-|Spillin free wine now my tux is ruined|-|In town for a day what the fuck we doin|-|Who your real friends We all came from the bottom|-|Im always blamin you but whats sad you not the problem|-|Damn I forgot to call her shit I thought it was Thursday|-|Why you wait a week to call my phone in the first place|-|When was the last time I remembered a birthday|-|When was the last time I wasnt in a hurry|-|Tell me you want your tickets when its gametime|-|Even to call your daughter on her FaceTime|-|Even when we was young I used to make time|-|Now we be way too busy just to make time|-|Even for my|-|Real friends|-|I guess I get what I deserve dont I|-|Word on the streets is they aint heard from him|-|I guess I get what I deserve dont I|-|Talked down on my name throwed dirt on him|-|I couldnt tell you how old your daughter was|-|Couldnt tell you how old your son is|-|I got my own Jr on the way dawg|-|Plus I already got one kid|-|Couldnt tell you much about the fam though|-|I just showed up for the yams though|-|Maybe 15 minutes took some pictures with your sister|-|Merry Christmas then Im finished then its back to business|-|You wanna ask some questions bout some real shit|-|Like I aint got enough pressure to deal with|-|Please dont pressure me with that bill shit|-|Cause everybody got em that aint children|-|Oh youve been nothin but a friend to me|-|Niggas thinkin Im crazy you defendin me|-|Its funny I aint spoke to niggas in centuries|-|To be honest dawg I aint feelin your energy|-|Money turn your kin into an enemy|-|Niggas aint real as they pretend to be|-|Lookin for all my real friends|-|How many of us How many of us are real friends|-|To real friends to the real end|-|Til the wheels fall off til the wheels dont spin|-|To 3 AM callin|-|How many real friends|-|Just to ask you a question|-|Just to see how you was feelin|-|How many|-|For the last you was frontin|-|I hate when a nigga text you like whats up fam hope you good|-|You say Im good then great the next text they ask you for somethin|-|How many|-|Whats best for your family immediate or extended|-|Any argument the mediall extend it|-|I had a cousin that stole my laptop that I was fuckin bitches on|-|Paid that nigga 250 thousand just to get it from him|-|Real friends|-|Huh|-|Real friends|-|I guess I get what I deserve dont I|-|Word on the streets is they aint heard from him|-|I guess I get what I deserve dont I|-|Talked down on my name throwed dirt on him
278,kanye-west,wolves,Lost and beat up|-|Dancin down there|-|I found you somewhere out|-|Right round there right right there|-|Lost and beat up|-|Down there dancin|-|I found you somewhere out|-|Right down there right round there|-|Lost and found now|-|Turn down Im lost|-|Daddy found out|-|How you turned out how you turned out|-|If mama knew now|-|How you turned out|-|You too wild you too wild|-|You too wild you too wild|-|I need you now|-|I do love you|-|Found you found you|-|Right now right now|-|Right now right now|-|If your mama knew how|-|You turned out|-|You too wild|-|You too wild you too wild|-|You too wild and I need you now|-|Lost and found now|-|I Im not sorry|-|Cry youll be sorry when this Hennessey|-|Dont fool yourself|-|Your eyes dont lie youre much too good to be true|-|Young firefly|-|Yeah I feel you burning everythings burning|-|Dont fly too high|-|Your wings might melt youre much too good to be true|-|Im just bad for you|-|Im just bad bad bad for you|-|I was lost and beat up|-|Turned out burned up|-|You found me through a heartache|-|Knowin you were drawn in|-|I was lost and beat up|-|I was warm flesh unseasoned|-|You found me in your gaze|-|Oh I found me or Jesus|-|I was too wild I was too wild|-|I was too wild I was too wild|-|I was too wild I was too wild|-|Amongst the yellow eyes|-| Back Voices |-|You gotta let me know if I could be your Joseph|-|Only tell you real shit thats the tea no sip|-|Dont trip dont trip that pussy slippery no whip|-|We aint trippin on shit we just sippin on this|-|Just forget the whole shit we could laugh about nothin|-|I impregnate your mind lets have a baby without fuckin yo|-|I know its corny bitches you wish you could unfollow|-|I know its corny niggas you wish you could unswallow|-|I know its corny bitches you wish you could unfollow|-|I know its corny niggas you wish you could unswallow|-|I know its corny bitches you wish you could unfollow|-|I know its corny niggas you wish you could unswallow|-|You tried to play nice everybody just took advantage|-|You left your fridge open somebody just took a sandwich|-|I said baby what if you was clubbin|-|Thuggin hustlin before you met your husband|-|Then I said What if Mary was in the club|-|When she met Joseph around hella thugs|-|Cover Nori in lambs wool|-|We surrounded by the fuckin wolves|-|What if Mary was in the club|-|Fore she met Joseph with no love|-|Cover Saint in lambs wool|-|We surrounded by the fuckin wolves|-|The rings all ring out|-|Burn out cave in|-|Blackened to dark out|-|Im mixed now fleshed out|-|Theres light with no heat|-|We cooled out its cool out|-|Life is precious|-|We found out we found out|-|We found out
279,kanye-west,waves,Turn it up|-|Step up in this bitch like |-|Im the one your bitch like|-|Yeah Im the one your bitch like|-|And I be talkin shit like|-|I aint scared to lose a fistfight|-|And she grabbin on my dick like|-|She wanna see if itll fit right|-|Thats just the wave|-|Waves dont die|-|Let me crash here for the moment|-|I dont need to own it|-|No lie|-|Waves dont die baby|-|Let me crash here for a moment|-|Baby I dont I dont need to own|-|Sun dont shine in the shade |-|Bird cant fly in a cage |-|Even when somebody go away |-|The feelings dont really go away|-|Thats just the wave |-|Waves dont die|-|Let me crash here for the moment|-|I dont need to own it|-|No lie|-|Waves dont die baby|-|Let me crash here for a moment|-|Baby I dont I dont need to own you|-|No lie|-|No lie|-|No lie|-|You set the night on fire|-|Im still gon be here in the morning|-|No lie|-|No lie|-|Ooh baby ooh baby|-|You set the night on fire|-|Im still gon be here in the morning|-|No lie
